#OTUID	taxonomy	USEARCH	SINTAX	UTAX
ASV22745	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22746	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22747	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22748	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinellus,s:Coprinellus curtus	No hit
ASV22749	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22750	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22751	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22752	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22753	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22754	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22755	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22756	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22757	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22759	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22760	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22761	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22762	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22763	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22764	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22765	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22766	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22767	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22768	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22769	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22770	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22771	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22772	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22773	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22774	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22775	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22776	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22777	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22778	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22779	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22780	GSL|99.5|KU561867|SH1082255.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	k:Fungi	No hit
ASV22781	GS|77.5|MG272257|SH1327088.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,g:Linocarpon,s:Linocarpon cocois	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,g:Linocarpon,s:Linocarpon cocois	No hit	No hit
ASV22784	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22786	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22787	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22788	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22789	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22790	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22791	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22792	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22793	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22794	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22795	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22796	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22797	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22798	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22799	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22800	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22801	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22802	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22803	GS|93.1|KX279858|SH1039900.09FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	No hit	No hit
ASV22806	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22807	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22808	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22809	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22810	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22811	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22812	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22813	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22814	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22815	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22816	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22817	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22818	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22819	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22820	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22821	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22822	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22823	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22824	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22825	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22826	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22827	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22828	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22829	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22830	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22831	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22832	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22833	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22834	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22835	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22836	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22837	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22838	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22839	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22840	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22841	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22842	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22843	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22844	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22845	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22846	SS|0.8500|DQ028271|SH1084457.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Teratosphaeriaceae,g:Friedmanniomyces,s:Friedmanniomyces simplex	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Teratosphaeriaceae,g:Friedmanniomyces,s:Friedmanniomyces simplex	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Teratosphaeriaceae,g:Friedmanniomyces,s:Friedmanniomyces simplex	No hit
ASV22847	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22848	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22849	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22850	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22851	SS|1.0000|UDB01710882|SH1216056.09FU;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	No hit
ASV22852	GS|93.8|KF028767|SH1072454.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	No hit	No hit
ASV22853	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22854	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22855	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22856	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22857	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22858	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22859	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22860	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22861	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22862	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22863	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22864	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22865	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22866	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22867	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22868	GS|100.0|AJ271577|SH0980001.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Microascales,f:Microascaceae,g:Canariomyces,s:Canariomyces microsporus	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Microascales,f:Microascaceae,g:Canariomyces,s:Canariomyces microsporus	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Microascales,f:Microascaceae,g:Canariomyces,s:Canariomyces microsporus	No hit
ASV22869	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22870	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22871	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22872	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22873	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22874	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22875	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22876	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22877	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22878	GS|99.4|UDB05227627|SH0992160.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	k:Fungi	No hit
ASV22879	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22880	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22881	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22882	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22883	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22884	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22885	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22886	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22887	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22888	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22889	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22890	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22891	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22892	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22893	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22894	SS|1.0000|MH859473|SH1089666.09FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Warcupia,s:Warcupia terrestris	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae	No hit
ASV22895	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22897	GS|97.9|MT181010|SH1256625.09FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecideales,f:Lecideaceae,g:Lecidea	k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecideales,f:Lecideaceae,g:Lecidea	k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecideales,f:Lecideaceae,g:Lecidea	No hit
ASV22898	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22899	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22900	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22901	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22902	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22903	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22904	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22905	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22906	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22907	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22908	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22909	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22910	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22911	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22912	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22913	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22914	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22915	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22916	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22917	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22918	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22919	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22920	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22922	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22923	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22924	SS|0.9600|UDB01395634|SH0943968.09FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota	No hit
ASV22925	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22926	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22927	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22928	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22929	GS|100.0|EU489898|SH0879036.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Amniculicolaceae,g:Murispora	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Amniculicolaceae,g:Murispora	No hit
ASV22930	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22931	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22932	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22933	GS|100.0|FJ492109|SH1183376.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae,g:Thanatephorus,s:Thanatephorus cucumeris	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae,g:Thanatephorus,s:Thanatephorus cucumeris	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae,g:Thanatephorus,s:Thanatephorus cucumeris	No hit
ASV22934	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22935	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22937	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22939	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22940	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22941	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22942	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22943	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22944	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22945	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22946	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22947	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22948	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22949	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22950	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22951	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22952	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22953	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22954	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22955	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22956	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22957	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22958	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22959	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22960	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22961	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22962	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22963	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22964	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22965	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22966	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22967	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22968	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22969	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22970	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22971	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22972	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22973	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22974	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22975	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22976	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22977	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22978	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22979	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22980	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22981	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22982	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22983	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22984	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22985	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22986	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22987	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22988	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22989	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22990	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22991	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22992	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22993	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22995	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22996	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22997	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22998	GS|0.0|None;No hit	No hit	No hit	No hit
ASV22999	GS|99.0|UDB01363318|SH0964134.09FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota	No hit
ASV23002	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23003	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23004	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23005	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23006	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23007	SS|0.9900|MK907723|SH0985812.09FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Melanommataceae,g:Alpinaria	k:Fungi,p:Ascomycota	No hit
ASV23008	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23009	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23010	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23011	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23012	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23013	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23014	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23015	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23016	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23017	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23018	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23019	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23020	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23021	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23022	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23023	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23024	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23025	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23026	GS|100.0|UDB04509765|SH1083514.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Phaeothecales,f:Phaeothecaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Phaeothecales,f:Phaeothecaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Phaeothecales,f:Phaeothecaceae	No hit
ASV23028	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23031	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23032	GS|100.0|MT551123|SH1068500.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Curvularia	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Curvularia	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Curvularia	No hit
ASV23033	SS|0.8700|UDB04324081|SH0937012.09FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales	k:Fungi,p:Ascomycota	No hit
ASV23034	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23036	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23037	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23038	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23039	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23040	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23041	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23042	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23043	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23044	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23045	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23046	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23047	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23048	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23049	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23050	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	No hit	No hit
ASV23051	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23054	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23055	SS|0.9000|KF028767|SH1072454.09FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Tremellaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Tremellaceae	No hit
ASV23056	GS|100.0|UDB07290815|SH0997492.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales	No hit
ASV23057	SS|0.9900|UDB01361522|SH1096485.09FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota	No hit
ASV23059	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23060	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23061	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23062	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23063	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23064	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23065	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23066	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23067	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23068	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23069	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23070	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23071	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23072	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23074	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23075	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23076	GS|98.8|UDB01539963|SH1000789.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Botryosphaeriales,f:Botryosphaeriaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Botryosphaeriales,f:Botryosphaeriaceae	k:Fungi,p:Ascomycota	No hit
ASV23077	SS|0.9100|UDB01529768|SH1187420.09FU;k:Fungi,p:Blastocladiomycota	k:Fungi,p:Blastocladiomycota	k:Fungi,p:Blastocladiomycota	No hit
ASV23078	SS|0.9900|UDB01645071|SH1071826.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes,g:Catenulomyces	k:Fungi,p:Ascomycota,c:Dothideomycetes	No hit
ASV23079	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23080	GS|99.4|UDB07092583|SH0879828.09FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Piskurozymaceae,g:Solicoccozyma	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Piskurozymaceae,g:Solicoccozyma	k:Fungi	No hit
ASV23081	GS|100.0|KX893355|SH0994095.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
ASV23082	GS|90.6|KF028767|SH1072454.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	No hit	No hit
ASV23083	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23084	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23085	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23086	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23087	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23088	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23089	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23090	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23091	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23092	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23093	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23094	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23095	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23097	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23099	GS|0.0|None;No hit	No hit	No hit	No hit
