#OTUID	taxonomy	USEARCH	SINTAX	UTAX
ASV23100	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23102	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23103	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23104	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23105	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23106	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23107	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23108	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23109	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23110	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23111	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23112	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23113	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23114	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23115	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23116	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23117	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23118	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23119	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23120	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23121	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23122	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23124	SS|1.0000|KF535949|SH1174631.09FU;k:Fungi,p:Basidiobolomycota,c:Basidiobolomycetes,o:Basidiobolales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiobolomycota,c:Basidiobolomycetes,o:Basidiobolales	No hit
ASV23125	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23126	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23127	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23128	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23129	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23130	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23131	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23132	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23133	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23134	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23136	GS|99.2|EU490060|SH0948309.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Entolomataceae,g:Entoloma	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Entolomataceae,g:Entoloma	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	No hit
ASV23137	GSL|100.0|MW931862|SH1060460.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium	k:Fungi	No hit
ASV23138	GS|96.4|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	No hit	No hit
ASV23142	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23144	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23145	GS|97.0|UDB07286650|SH1020659.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales,f:Venturiaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales,f:Venturiaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales,f:Venturiaceae	No hit
ASV23146	GS|83.0|UDB01718999|SH1136270.09FU;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	No hit	No hit
ASV23147	GS|100.0|JX040779|SH0992025.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Capnodiaceae,g:Leptoxyphium,s:Leptoxyphium glochidion	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Capnodiaceae,g:Leptoxyphium	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Capnodiaceae,g:Leptoxyphium,s:Leptoxyphium glochidion	No hit
ASV23149	GS|100.0|UDB02166849|SH0898369.09FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pezizaceae,g:Iodophanus	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pezizaceae,g:Iodophanus	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pezizaceae,g:Iodophanus	No hit
ASV23150	GS|100.0|KP814557|SH1068834.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Peniophoraceae,g:Peniophora	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Peniophoraceae,g:Peniophora	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Peniophoraceae,g:Peniophora	No hit
ASV23151	GS|98.0|KU518979|SH1208981.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Tulostoma	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Tulostoma	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Tulostoma	No hit
ASV23153	GSL|100.0|OK036398|SH1301656.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria	No hit
ASV23154	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Rhizaria,p:Cercozoa	No hit
ASV23156	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23157	GS|99.4|UDB05100142|SH0974583.09FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Desertella	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Desertella	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Desertella	No hit
ASV23158	GSL|99.5|KU866676|SH0942049.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus,s:Aspergillus nidulans	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus,s:Aspergillus nidulans	No hit
ASV23161	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23162	GS|98.5|UDB01824453|SH0963648.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Myriangiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Myriangiales	k:Fungi,p:Ascomycota,c:Dothideomycetes	No hit
ASV23163	GS|99.2|MK312388|SH1081309.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	No hit
ASV23164	GS|100.0|FJ554038|SH1310867.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	No hit
ASV23166	GS|100.0|KX674533|SH1183614.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae,g:Thanatephorus,s:Thanatephorus cucumeris	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae,g:Thanatephorus,s:Thanatephorus cucumeris	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae	No hit
ASV23167	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes	No hit
ASV23171	GSL|100.0|OL437006|SH1112177.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi,p:Basidiomycota,c:Agaricomycetes	No hit
ASV23172	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23174	SS|1.0000|JX349985|SH0881704.09FU;k:Fungi	k:Fungi	k:Fungi	No hit
ASV23175	GS|90.6|KF028767|SH1072454.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	No hit	No hit
ASV23176	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23177	GSL|100.0|OK336356|SH1082739.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus,s:Aspergillus tamarii	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus,s:Aspergillus tamarii	No hit
ASV23178	SS|0.9700|UDB01722772|SH1154591.09FU;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	No hit
ASV23179	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23180	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23182	GS|98.4|UDB03589947|SH1265360.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Microdochiaceae,g:Idriella	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Microdochiaceae,g:Idriella	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Microdochiaceae,g:Idriella	No hit
ASV23183	SS|1.0000|KF535949|SH1174631.09FU;k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi	No hit
ASV23184	GS|92.9|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	No hit	No hit
ASV23185	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23188	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23189	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23190	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23191	GS|99.5|UDB03032461|SH1280246.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	No hit
ASV23192	SS|0.9600|UDB06552477|SH1169314.09FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Sarcosomataceae	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Sarcosomataceae	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Sarcosomataceae	No hit
ASV23193	GS|79.5|GQ921796|SH0879032.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit	No hit
ASV23194	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23195	GDL|100.0|UDB05179696|SH0930146.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Paraphoma,s:Paraphoma variabilis	No hit
ASV23196	SS|0.8300|None;k:Fungi,p:Ascomycota	No hit	k:Fungi,p:Ascomycota	No hit
ASV23198	GS|100.0|UDB01894865|SH1188820.09FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Filobasidiaceae,g:Naganishia	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Filobasidiaceae,g:Naganishia	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Filobasidiaceae,g:Naganishia	No hit
ASV23199	GS|84.4|KF028767|SH1072454.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	No hit	No hit
ASV23200	GS|97.5|GU721878|SH1255196.09FU;k:Fungi	k:Fungi	k:Fungi	No hit
ASV23202	SS|0.9100|UDB06552477|SH1169314.09FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Sarcosomataceae	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Sarcosomataceae	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Sarcosomataceae	No hit
ASV23203	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23204	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23207	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23208	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23209	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23210	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23211	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23212	GS|100.0|UDB07555298|SH0999526.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
ASV23213	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23214	GS|100.0|HM239964|SH0956769.09FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Thelebolales,f:Pseudeurotiaceae,g:Pseudeurotium	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Thelebolales,f:Pseudeurotiaceae,g:Pseudeurotium	k:Fungi,p:Ascomycota,c:Leotiomycetes	No hit
ASV23215	GS|100.0|UDB0861956|SH0881686.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae,g:Acrophialophora	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae,g:Acrophialophora	k:Fungi	No hit
ASV23216	GS|92.9|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	No hit	No hit
ASV23217	GS|100.0|UDB06298891|SH0994584.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Bombardiaceae,g:Ramophialophora	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Bombardiaceae,g:Ramophialophora	k:Fungi,p:Ascomycota	No hit
ASV23218	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	No hit	No hit
ASV23219	GS|100.0|UDB088227|SH1260056.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Trechisporales,f:Hydnodontaceae,g:Trechispora	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Trechisporales,f:Hydnodontaceae,g:Trechispora	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Trechisporales,f:Hydnodontaceae,g:Trechispora	No hit
ASV23220	GSL|100.0|AY513151|SH1258445.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Auriscalpiaceae,g:Lentinellus,s:Lentinellus occidentalis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Auriscalpiaceae,g:Lentinellus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Auriscalpiaceae,g:Lentinellus,s:Lentinellus occidentalis	No hit
ASV23221	GS|90.6|KF028767|SH1072454.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	No hit	No hit
ASV23223	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23224	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23226	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	No hit	No hit
ASV23227	GS|98.2|UDB04189004|SH1272447.09FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,g:Coprotus	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,g:Coprotus	k:Fungi	No hit
ASV23228	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23229	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	No hit	No hit
ASV23230	GS|79.6|UDB041763|SH1137588.09FU;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	No hit	No hit
ASV23231	SS|0.9800|UDB05031477|SH1042938.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
ASV23232	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23234	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	No hit	No hit
ASV23235	SS|1.0000|UDB0274192|SH1154436.09FU;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	No hit
ASV23237	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23238	GS|84.2|FN396108|SH1207696.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Psathyrella,s:Psathyrella bipellis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Psathyrella,s:Psathyrella bipellis	No hit	No hit
ASV23239	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23240	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	No hit	No hit
ASV23241	GS|96.4|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	No hit	No hit
ASV23242	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23243	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23244	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23246	GDL|100.0|JX967097|SH0932604.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Cucurbitariaceae,g:Pyrenochaeta	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Neopyrenochaetaceae,g:Neopyrenochaeta,s:Neopyrenochaeta acicola	No hit
ASV23247	GDL|100.0|UDB04508126|SH0994151.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Phaeosphaeriopsis	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Phaeosphaeria,s:Phaeosphaeria oryzae	No hit
ASV23248	GS|98.7|UDB041763|SH1137588.09FU;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	No hit
ASV23249	SS|0.8100|UDB06814365|SH1209012.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Tulostoma	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Tulostoma	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Tulostoma	No hit
ASV23250	GS|90.6|KF028767|SH1072454.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	No hit	No hit
ASV23251	GS|97.8|UDB01719769|SH1113622.09FU;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	No hit
ASV23254	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23256	GS|98.4|UDB01646220|SH1240380.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Dothideaceae,g:Celosporium	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Dothideaceae,g:Celosporium	k:Fungi,p:Ascomycota,c:Dothideomycetes	No hit
ASV23257	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Rhizaria,p:Cercozoa	No hit
ASV23258	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23259	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23260	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23261	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23262	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes	No hit
ASV23263	SS|0.9200|MW546589|SH1265982.09FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Lasiobolidium	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Lasiobolidium	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Lasiobolidium	No hit
ASV23264	GS|100.0|AY843157|SH0963657.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes	No hit
ASV23265	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23267	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23268	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23269	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23270	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23271	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23272	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23273	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23274	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23275	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23276	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23277	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23278	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23279	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23280	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23281	SS|1.0000|JX339199|SH0978307.09FU;k:Fungi	k:Fungi	k:Fungi	No hit
ASV23282	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23283	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23284	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23286	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23288	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23289	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23290	SS|0.8600|MT236690|SH1124319.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	No hit
ASV23291	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23292	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23293	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23294	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23295	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23296	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23297	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23298	GS|0.0|None;No hit	No hit	No hit	No hit
ASV23299	SS|0.9700|KF274447|SH0964472.09FU;k:Fungi,p:Ascomycota	k:Fungi	k:Fungi,p:Ascomycota	No hit
