	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV24545	NA	NA	NA	NA	NA	NA	NA
ASV24546	NA	NA	NA	NA	NA	NA	NA
ASV24547	NA	NA	NA	NA	NA	NA	NA
ASV24548	NA	NA	NA	NA	NA	NA	NA
ASV24549	NA	NA	NA	NA	NA	NA	NA
ASV24550	NA	NA	NA	NA	NA	NA	NA
ASV24551	NA	NA	NA	NA	NA	NA	NA
ASV24552	NA	NA	NA	NA	NA	NA	NA
ASV24553	NA	NA	NA	NA	NA	NA	NA
ASV24554	NA	NA	NA	NA	NA	NA	NA
ASV24555	NA	NA	NA	NA	NA	NA	NA
ASV24556	NA	NA	NA	NA	NA	NA	NA
ASV24557	NA	NA	NA	NA	NA	NA	NA
ASV24558	NA	NA	NA	NA	NA	NA	NA
ASV24559	NA	NA	NA	NA	NA	NA	NA
ASV24560	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	NA
ASV24561	NA	NA	NA	NA	NA	NA	NA
ASV24562	NA	NA	NA	NA	NA	NA	NA
ASV24563	NA	NA	NA	NA	NA	NA	NA
ASV24564	NA	NA	NA	NA	NA	NA	NA
ASV24565	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV24566	NA	NA	NA	NA	NA	NA	NA
ASV24567	NA	NA	NA	NA	NA	NA	NA
ASV24568	Fungi	NA	NA	NA	NA	NA	NA
ASV24569	NA	NA	NA	NA	NA	NA	NA
ASV24570	NA	NA	NA	NA	NA	NA	NA
ASV24571	NA	NA	NA	NA	NA	NA	NA
ASV24572	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Iodophanus	NA
ASV24573	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	NA
ASV24574	NA	NA	NA	NA	NA	NA	NA
ASV24575	NA	NA	NA	NA	NA	NA	NA
ASV24576	NA	NA	NA	NA	NA	NA	NA
ASV24577	NA	NA	NA	NA	NA	NA	NA
ASV24578	NA	NA	NA	NA	NA	NA	NA
ASV24579	NA	NA	NA	NA	NA	NA	NA
ASV24582	NA	NA	NA	NA	NA	NA	NA
ASV24583	NA	NA	NA	NA	NA	NA	NA
ASV24584	NA	NA	NA	NA	NA	NA	NA
ASV24585	NA	NA	NA	NA	NA	NA	NA
ASV24586	NA	NA	NA	NA	NA	NA	NA
ASV24587	NA	NA	NA	NA	NA	NA	NA
ASV24588	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	NA	NA
ASV24589	NA	NA	NA	NA	NA	NA	NA
ASV24590	NA	NA	NA	NA	NA	NA	NA
ASV24594	NA	NA	NA	NA	NA	NA	NA
ASV24595	NA	NA	NA	NA	NA	NA	NA
ASV24596	NA	NA	NA	NA	NA	NA	NA
ASV24597	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Cephaliophora	NA
ASV24598	NA	NA	NA	NA	NA	NA	NA
ASV24599	NA	NA	NA	NA	NA	NA	NA
ASV24600	NA	NA	NA	NA	NA	NA	NA
ASV24601	NA	NA	NA	NA	NA	NA	NA
ASV24602	Fungi	NA	NA	NA	NA	NA	NA
ASV24603	NA	NA	NA	NA	NA	NA	NA
ASV24604	NA	NA	NA	NA	NA	NA	NA
ASV24605	NA	NA	NA	NA	NA	NA	NA
ASV24606	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Trichocladium	NA
ASV24607	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	NA
ASV24608	NA	NA	NA	NA	NA	NA	NA
ASV24609	NA	NA	NA	NA	NA	NA	NA
ASV24610	NA	NA	NA	NA	NA	NA	NA
ASV24611	NA	NA	NA	NA	NA	NA	NA
ASV24612	NA	NA	NA	NA	NA	NA	NA
ASV24613	NA	NA	NA	NA	NA	NA	NA
ASV24614	NA	NA	NA	NA	NA	NA	NA
ASV24615	NA	NA	NA	NA	NA	NA	NA
ASV24616	NA	NA	NA	NA	NA	NA	NA
ASV24617	NA	NA	NA	NA	NA	NA	NA
ASV24618	NA	NA	NA	NA	NA	NA	NA
ASV24619	NA	NA	NA	NA	NA	NA	NA
ASV24620	NA	NA	NA	NA	NA	NA	NA
ASV24621	NA	NA	NA	NA	NA	NA	NA
ASV24622	NA	NA	NA	NA	NA	NA	NA
ASV24623	NA	NA	NA	NA	NA	NA	NA
ASV24624	NA	NA	NA	NA	NA	NA	NA
ASV24625	NA	NA	NA	NA	NA	NA	NA
ASV24626	NA	NA	NA	NA	NA	NA	NA
ASV24627	NA	NA	NA	NA	NA	NA	NA
ASV24628	NA	NA	NA	NA	NA	NA	NA
ASV24629	NA	NA	NA	NA	NA	NA	NA
ASV24630	NA	NA	NA	NA	NA	NA	NA
ASV24631	NA	NA	NA	NA	NA	NA	NA
ASV24632	NA	NA	NA	NA	NA	NA	NA
ASV24633	NA	NA	NA	NA	NA	NA	NA
ASV24634	NA	NA	NA	NA	NA	NA	NA
ASV24635	NA	NA	NA	NA	NA	NA	NA
ASV24636	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV24637	NA	NA	NA	NA	NA	NA	NA
ASV24638	NA	NA	NA	NA	NA	NA	NA
ASV24640	NA	NA	NA	NA	NA	NA	NA
ASV24641	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV24642	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV24643	NA	NA	NA	NA	NA	NA	NA
ASV24644	NA	NA	NA	NA	NA	NA	NA
ASV24645	NA	NA	NA	NA	NA	NA	NA
ASV24646	NA	NA	NA	NA	NA	NA	NA
ASV24647	NA	NA	NA	NA	NA	NA	NA
ASV24648	NA	NA	NA	NA	NA	NA	NA
ASV24649	NA	NA	NA	NA	NA	NA	NA
ASV24650	NA	NA	NA	NA	NA	NA	NA
ASV24651	NA	NA	NA	NA	NA	NA	NA
ASV24652	NA	NA	NA	NA	NA	NA	NA
ASV24653	NA	NA	NA	NA	NA	NA	NA
ASV24654	NA	NA	NA	NA	NA	NA	NA
ASV24655	NA	NA	NA	NA	NA	NA	NA
ASV24656	NA	NA	NA	NA	NA	NA	NA
ASV24657	NA	NA	NA	NA	NA	NA	NA
ASV24658	NA	NA	NA	NA	NA	NA	NA
ASV24659	NA	NA	NA	NA	NA	NA	NA
ASV24660	NA	NA	NA	NA	NA	NA	NA
ASV24661	NA	NA	NA	NA	NA	NA	NA
ASV24662	NA	NA	NA	NA	NA	NA	NA
ASV24663	NA	NA	NA	NA	NA	NA	NA
ASV24664	NA	NA	NA	NA	NA	NA	NA
ASV24665	NA	NA	NA	NA	NA	NA	NA
ASV24666	NA	NA	NA	NA	NA	NA	NA
ASV24667	NA	NA	NA	NA	NA	NA	NA
ASV24668	NA	NA	NA	NA	NA	NA	NA
ASV24669	NA	NA	NA	NA	NA	NA	NA
ASV24670	NA	NA	NA	NA	NA	NA	NA
ASV24671	NA	NA	NA	NA	NA	NA	NA
ASV24672	NA	NA	NA	NA	NA	NA	NA
ASV24673	NA	NA	NA	NA	NA	NA	NA
ASV24674	NA	NA	NA	NA	NA	NA	NA
ASV24675	NA	NA	NA	NA	NA	NA	NA
ASV24676	NA	NA	NA	NA	NA	NA	NA
ASV24677	NA	NA	NA	NA	NA	NA	NA
ASV24678	NA	NA	NA	NA	NA	NA	NA
ASV24679	NA	NA	NA	NA	NA	NA	NA
ASV24680	NA	NA	NA	NA	NA	NA	NA
ASV24681	NA	NA	NA	NA	NA	NA	NA
ASV24682	NA	NA	NA	NA	NA	NA	NA
ASV24683	Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Itajahya	NA
ASV24684	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	Geastrum kotlabae
ASV24685	NA	NA	NA	NA	NA	NA	NA
ASV24687	NA	NA	NA	NA	NA	NA	NA
ASV24688	NA	NA	NA	NA	NA	NA	NA
ASV24689	NA	NA	NA	NA	NA	NA	NA
ASV24690	NA	NA	NA	NA	NA	NA	NA
ASV24691	NA	NA	NA	NA	NA	NA	NA
ASV24692	NA	NA	NA	NA	NA	NA	NA
ASV24693	NA	NA	NA	NA	NA	NA	NA
ASV24694	NA	NA	NA	NA	NA	NA	NA
ASV24695	NA	NA	NA	NA	NA	NA	NA
ASV24696	NA	NA	NA	NA	NA	NA	NA
ASV24697	NA	NA	NA	NA	NA	NA	NA
ASV24698	NA	NA	NA	NA	NA	NA	NA
ASV24699	NA	NA	NA	NA	NA	NA	NA
ASV24700	NA	NA	NA	NA	NA	NA	NA
ASV24701	NA	NA	NA	NA	NA	NA	NA
ASV24702	NA	NA	NA	NA	NA	NA	NA
ASV24703	NA	NA	NA	NA	NA	NA	NA
ASV24704	NA	NA	NA	NA	NA	NA	NA
ASV24705	NA	NA	NA	NA	NA	NA	NA
ASV24706	NA	NA	NA	NA	NA	NA	NA
ASV24707	NA	NA	NA	NA	NA	NA	NA
ASV24708	NA	NA	NA	NA	NA	NA	NA
ASV24709	NA	NA	NA	NA	NA	NA	NA
ASV24710	NA	NA	NA	NA	NA	NA	NA
ASV24711	NA	NA	NA	NA	NA	NA	NA
ASV24712	NA	NA	NA	NA	NA	NA	NA
ASV24713	NA	NA	NA	NA	NA	NA	NA
ASV24714	NA	NA	NA	NA	NA	NA	NA
ASV24715	NA	NA	NA	NA	NA	NA	NA
ASV24716	NA	NA	NA	NA	NA	NA	NA
ASV24717	NA	NA	NA	NA	NA	NA	NA
ASV24718	NA	NA	NA	NA	NA	NA	NA
ASV24719	NA	NA	NA	NA	NA	NA	NA
ASV24720	NA	NA	NA	NA	NA	NA	NA
ASV24721	NA	NA	NA	NA	NA	NA	NA
ASV24722	NA	NA	NA	NA	NA	NA	NA
ASV24723	NA	NA	NA	NA	NA	NA	NA
ASV24724	NA	NA	NA	NA	NA	NA	NA
ASV24725	NA	NA	NA	NA	NA	NA	NA
ASV24726	NA	NA	NA	NA	NA	NA	NA
ASV24727	NA	NA	NA	NA	NA	NA	NA
ASV24728	NA	NA	NA	NA	NA	NA	NA
ASV24729	NA	NA	NA	NA	NA	NA	NA
ASV24730	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	NA
ASV24731	NA	NA	NA	NA	NA	NA	NA
ASV24732	NA	NA	NA	NA	NA	NA	NA
ASV24733	NA	NA	NA	NA	NA	NA	NA
ASV24734	NA	NA	NA	NA	NA	NA	NA
ASV24735	NA	NA	NA	NA	NA	NA	NA
ASV24736	NA	NA	NA	NA	NA	NA	NA
ASV24737	NA	NA	NA	NA	NA	NA	NA
ASV24738	NA	NA	NA	NA	NA	NA	NA
ASV24739	NA	NA	NA	NA	NA	NA	NA
ASV24740	NA	NA	NA	NA	NA	NA	NA
ASV24741	NA	NA	NA	NA	NA	NA	NA
ASV24742	NA	NA	NA	NA	NA	NA	NA
ASV24743	NA	NA	NA	NA	NA	NA	NA
ASV24744	NA	NA	NA	NA	NA	NA	NA
ASV24745	NA	NA	NA	NA	NA	NA	NA
ASV24746	NA	NA	NA	NA	NA	NA	NA
ASV24747	NA	NA	NA	NA	NA	NA	NA
ASV24748	NA	NA	NA	NA	NA	NA	NA
ASV24749	NA	NA	NA	NA	NA	NA	NA
ASV24750	NA	NA	NA	NA	NA	NA	NA
ASV24751	Fungi	NA	NA	NA	NA	NA	NA
ASV24752	NA	NA	NA	NA	NA	NA	NA
ASV24753	NA	NA	NA	NA	NA	NA	NA
ASV24754	NA	NA	NA	NA	NA	NA	NA
ASV24755	NA	NA	NA	NA	NA	NA	NA
ASV24756	NA	NA	NA	NA	NA	NA	NA
ASV24757	NA	NA	NA	NA	NA	NA	NA
ASV24758	NA	NA	NA	NA	NA	NA	NA
ASV24759	NA	NA	NA	NA	NA	NA	NA
ASV24760	NA	NA	NA	NA	NA	NA	NA
ASV24761	NA	NA	NA	NA	NA	NA	NA
ASV24762	NA	NA	NA	NA	NA	NA	NA
ASV24763	NA	NA	NA	NA	NA	NA	NA
ASV24764	NA	NA	NA	NA	NA	NA	NA
ASV24765	NA	NA	NA	NA	NA	NA	NA
ASV24766	NA	NA	NA	NA	NA	NA	NA
ASV24767	NA	NA	NA	NA	NA	NA	NA
ASV24768	NA	NA	NA	NA	NA	NA	NA
ASV24769	NA	NA	NA	NA	NA	NA	NA
ASV24770	NA	NA	NA	NA	NA	NA	NA
ASV24771	NA	NA	NA	NA	NA	NA	NA
ASV24772	NA	NA	NA	NA	NA	NA	NA
ASV24773	NA	NA	NA	NA	NA	NA	NA
ASV24774	NA	NA	NA	NA	NA	NA	NA
ASV24775	NA	NA	NA	NA	NA	NA	NA
ASV24776	NA	NA	NA	NA	NA	NA	NA
ASV24777	NA	NA	NA	NA	NA	NA	NA
ASV24778	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraconiothyrium	NA
ASV24779	NA	NA	NA	NA	NA	NA	NA
ASV24780	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
ASV24781	NA	NA	NA	NA	NA	NA	NA
ASV24782	NA	NA	NA	NA	NA	NA	NA
ASV24783	NA	NA	NA	NA	NA	NA	NA
ASV24784	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV24787	NA	NA	NA	NA	NA	NA	NA
ASV24788	NA	NA	NA	NA	NA	NA	NA
ASV24789	NA	NA	NA	NA	NA	NA	NA
ASV24790	NA	NA	NA	NA	NA	NA	NA
ASV24791	NA	NA	NA	NA	NA	NA	NA
ASV24792	NA	NA	NA	NA	NA	NA	NA
ASV24793	NA	NA	NA	NA	NA	NA	NA
ASV24794	NA	NA	NA	NA	NA	NA	NA
ASV24795	NA	NA	NA	NA	NA	NA	NA
ASV24796	NA	NA	NA	NA	NA	NA	NA
ASV24797	NA	NA	NA	NA	NA	NA	NA
ASV24798	NA	NA	NA	NA	NA	NA	NA
ASV24799	NA	NA	NA	NA	NA	NA	NA
ASV24800	NA	NA	NA	NA	NA	NA	NA
ASV24801	NA	NA	NA	NA	NA	NA	NA
ASV24802	NA	NA	NA	NA	NA	NA	NA
ASV24803	NA	NA	NA	NA	NA	NA	NA
ASV24804	NA	NA	NA	NA	NA	NA	NA
ASV24805	NA	NA	NA	NA	NA	NA	NA
ASV24806	NA	NA	NA	NA	NA	NA	NA
ASV24807	NA	NA	NA	NA	NA	NA	NA
ASV24808	NA	NA	NA	NA	NA	NA	NA
ASV24809	NA	NA	NA	NA	NA	NA	NA
ASV24810	NA	NA	NA	NA	NA	NA	NA
ASV24811	NA	NA	NA	NA	NA	NA	NA
ASV24812	NA	NA	NA	NA	NA	NA	NA
ASV24813	NA	NA	NA	NA	NA	NA	NA
ASV24814	NA	NA	NA	NA	NA	NA	NA
ASV24815	NA	NA	NA	NA	NA	NA	NA
ASV24816	NA	NA	NA	NA	NA	NA	NA
ASV24817	NA	NA	NA	NA	NA	NA	NA
ASV24818	NA	NA	NA	NA	NA	NA	NA
ASV24819	NA	NA	NA	NA	NA	NA	NA
ASV24820	NA	NA	NA	NA	NA	NA	NA
ASV24821	NA	NA	NA	NA	NA	NA	NA
ASV24822	Fungi	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	NA	NA	NA
ASV24823	NA	NA	NA	NA	NA	NA	NA
ASV24824	NA	NA	NA	NA	NA	NA	NA
ASV24825	NA	NA	NA	NA	NA	NA	NA
ASV24826	NA	NA	NA	NA	NA	NA	NA
ASV24827	NA	NA	NA	NA	NA	NA	NA
ASV24828	NA	NA	NA	NA	NA	NA	NA
ASV24829	NA	NA	NA	NA	NA	NA	NA
ASV24830	NA	NA	NA	NA	NA	NA	NA
ASV24831	NA	NA	NA	NA	NA	NA	NA
ASV24832	NA	NA	NA	NA	NA	NA	NA
ASV24833	NA	NA	NA	NA	NA	NA	NA
ASV24834	NA	NA	NA	NA	NA	NA	NA
ASV24835	NA	NA	NA	NA	NA	NA	NA
ASV24836	NA	NA	NA	NA	NA	NA	NA
ASV24837	NA	NA	NA	NA	NA	NA	NA
ASV24838	NA	NA	NA	NA	NA	NA	NA
ASV24839	NA	NA	NA	NA	NA	NA	NA
ASV24840	NA	NA	NA	NA	NA	NA	NA
ASV24841	NA	NA	NA	NA	NA	NA	NA
ASV24842	NA	NA	NA	NA	NA	NA	NA
ASV24843	NA	NA	NA	NA	NA	NA	NA
ASV24844	NA	NA	NA	NA	NA	NA	NA
ASV24845	NA	NA	NA	NA	NA	NA	NA
ASV24846	NA	NA	NA	NA	NA	NA	NA
ASV24847	NA	NA	NA	NA	NA	NA	NA
ASV24848	NA	NA	NA	NA	NA	NA	NA
ASV24849	NA	NA	NA	NA	NA	NA	NA
ASV24850	NA	NA	NA	NA	NA	NA	NA
ASV24851	NA	NA	NA	NA	NA	NA	NA
ASV24852	NA	NA	NA	NA	NA	NA	NA
ASV24853	NA	NA	NA	NA	NA	NA	NA
ASV24855	NA	NA	NA	NA	NA	NA	NA
ASV24856	NA	NA	NA	NA	NA	NA	NA
ASV24857	NA	NA	NA	NA	NA	NA	NA
ASV24858	NA	NA	NA	NA	NA	NA	NA
ASV24859	NA	NA	NA	NA	NA	NA	NA
ASV24860	NA	NA	NA	NA	NA	NA	NA
ASV24861	NA	NA	NA	NA	NA	NA	NA
ASV24862	NA	NA	NA	NA	NA	NA	NA
ASV24863	NA	NA	NA	NA	NA	NA	NA
ASV24864	NA	NA	NA	NA	NA	NA	NA
ASV24865	NA	NA	NA	NA	NA	NA	NA
ASV24866	NA	NA	NA	NA	NA	NA	NA
ASV24867	NA	NA	NA	NA	NA	NA	NA
ASV24868	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV24869	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV24870	NA	NA	NA	NA	NA	NA	NA
ASV24872	NA	NA	NA	NA	NA	NA	NA
ASV24873	NA	NA	NA	NA	NA	NA	NA
ASV24874	NA	NA	NA	NA	NA	NA	NA
ASV24875	NA	NA	NA	NA	NA	NA	NA
ASV24876	NA	NA	NA	NA	NA	NA	NA
ASV24877	NA	NA	NA	NA	NA	NA	NA
ASV24878	NA	NA	NA	NA	NA	NA	NA
ASV24879	NA	NA	NA	NA	NA	NA	NA
ASV24880	NA	NA	NA	NA	NA	NA	NA
ASV24881	NA	NA	NA	NA	NA	NA	NA
ASV24882	NA	NA	NA	NA	NA	NA	NA
ASV24883	NA	NA	NA	NA	NA	NA	NA
ASV24884	NA	NA	NA	NA	NA	NA	NA
ASV24885	NA	NA	NA	NA	NA	NA	NA
ASV24886	NA	NA	NA	NA	NA	NA	NA
ASV24887	NA	NA	NA	NA	NA	NA	NA
ASV24888	NA	NA	NA	NA	NA	NA	NA
ASV24889	NA	NA	NA	NA	NA	NA	NA
ASV24890	NA	NA	NA	NA	NA	NA	NA
ASV24891	NA	NA	NA	NA	NA	NA	NA
ASV24892	NA	NA	NA	NA	NA	NA	NA
ASV24893	NA	NA	NA	NA	NA	NA	NA
ASV24894	NA	NA	NA	NA	NA	NA	NA
ASV24895	NA	NA	NA	NA	NA	NA	NA
ASV24896	NA	NA	NA	NA	NA	NA	NA
ASV24897	NA	NA	NA	NA	NA	NA	NA
ASV24898	NA	NA	NA	NA	NA	NA	NA
ASV24899	NA	NA	NA	NA	NA	NA	NA
ASV24900	NA	NA	NA	NA	NA	NA	NA
ASV24901	NA	NA	NA	NA	NA	NA	NA
ASV24902	NA	NA	NA	NA	NA	NA	NA
ASV24903	NA	NA	NA	NA	NA	NA	NA
ASV24904	NA	NA	NA	NA	NA	NA	NA
ASV24905	NA	NA	NA	NA	NA	NA	NA
ASV24906	NA	NA	NA	NA	NA	NA	NA
ASV24907	NA	NA	NA	NA	NA	NA	NA
ASV24908	NA	NA	NA	NA	NA	NA	NA
ASV24909	NA	NA	NA	NA	NA	NA	NA
ASV24910	NA	NA	NA	NA	NA	NA	NA
ASV24911	NA	NA	NA	NA	NA	NA	NA
ASV24912	NA	NA	NA	NA	NA	NA	NA
ASV24913	NA	NA	NA	NA	NA	NA	NA
ASV24914	NA	NA	NA	NA	NA	NA	NA
ASV24915	NA	NA	NA	NA	NA	NA	NA
ASV24916	NA	NA	NA	NA	NA	NA	NA
ASV24917	NA	NA	NA	NA	NA	NA	NA
ASV24918	NA	NA	NA	NA	NA	NA	NA
ASV24919	NA	NA	NA	NA	NA	NA	NA
ASV24920	NA	NA	NA	NA	NA	NA	NA
ASV24921	NA	NA	NA	NA	NA	NA	NA
ASV24922	NA	NA	NA	NA	NA	NA	NA
ASV24923	NA	NA	NA	NA	NA	NA	NA
ASV24924	NA	NA	NA	NA	NA	NA	NA
ASV24925	NA	NA	NA	NA	NA	NA	NA
ASV24926	NA	NA	NA	NA	NA	NA	NA
ASV24927	Fungi	NA	NA	NA	NA	NA	NA
ASV24928	NA	NA	NA	NA	NA	NA	NA
ASV24929	NA	NA	NA	NA	NA	NA	NA
ASV24930	NA	NA	NA	NA	NA	NA	NA
ASV24931	NA	NA	NA	NA	NA	NA	NA
ASV24932	NA	NA	NA	NA	NA	NA	NA
ASV24933	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV24935	NA	NA	NA	NA	NA	NA	NA
ASV24936	NA	NA	NA	NA	NA	NA	NA
ASV24937	NA	NA	NA	NA	NA	NA	NA
ASV24938	NA	NA	NA	NA	NA	NA	NA
ASV24939	NA	NA	NA	NA	NA	NA	NA
ASV24940	NA	NA	NA	NA	NA	NA	NA
ASV24941	NA	NA	NA	NA	NA	NA	NA
ASV24942	NA	NA	NA	NA	NA	NA	NA
ASV24943	NA	NA	NA	NA	NA	NA	NA
ASV24944	NA	NA	NA	NA	NA	NA	NA
ASV24945	NA	NA	NA	NA	NA	NA	NA
ASV24946	NA	NA	NA	NA	NA	NA	NA
ASV24947	NA	NA	NA	NA	NA	NA	NA
ASV24948	NA	NA	NA	NA	NA	NA	NA
ASV24949	NA	NA	NA	NA	NA	NA	NA
ASV24950	NA	NA	NA	NA	NA	NA	NA
ASV24951	NA	NA	NA	NA	NA	NA	NA
ASV24952	NA	NA	NA	NA	NA	NA	NA
ASV24953	NA	NA	NA	NA	NA	NA	NA
ASV24954	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV24955	NA	NA	NA	NA	NA	NA	NA
ASV24956	NA	NA	NA	NA	NA	NA	NA
ASV24957	NA	NA	NA	NA	NA	NA	NA
ASV24958	NA	NA	NA	NA	NA	NA	NA
ASV24959	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA
ASV24960	NA	NA	NA	NA	NA	NA	NA
ASV24961	NA	NA	NA	NA	NA	NA	NA
ASV24962	NA	NA	NA	NA	NA	NA	NA
ASV24964	NA	NA	NA	NA	NA	NA	NA
ASV24965	NA	NA	NA	NA	NA	NA	NA
ASV24966	NA	NA	NA	NA	NA	NA	NA
ASV24967	NA	NA	NA	NA	NA	NA	NA
ASV24968	NA	NA	NA	NA	NA	NA	NA
ASV24969	NA	NA	NA	NA	NA	NA	NA
ASV24970	NA	NA	NA	NA	NA	NA	NA
ASV24971	NA	NA	NA	NA	NA	NA	NA
ASV24972	NA	NA	NA	NA	NA	NA	NA
ASV24973	NA	NA	NA	NA	NA	NA	NA
ASV24974	NA	NA	NA	NA	NA	NA	NA
ASV24975	NA	NA	NA	NA	NA	NA	NA
ASV24976	NA	NA	NA	NA	NA	NA	NA
ASV24977	NA	NA	NA	NA	NA	NA	NA
ASV24978	NA	NA	NA	NA	NA	NA	NA
ASV24980	NA	NA	NA	NA	NA	NA	NA
ASV24981	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV24982	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Gymnoascus	Gymnoascus reessii
ASV24983	NA	NA	NA	NA	NA	NA	NA
ASV24984	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Venturia	NA
ASV24985	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV24986	NA	NA	NA	NA	NA	NA	NA
ASV24988	NA	NA	NA	NA	NA	NA	NA
ASV24989	NA	NA	NA	NA	NA	NA	NA
ASV24990	NA	NA	NA	NA	NA	NA	NA
ASV24991	NA	NA	NA	NA	NA	NA	NA
ASV24992	NA	NA	NA	NA	NA	NA	NA
ASV24993	NA	NA	NA	NA	NA	NA	NA
ASV24994	NA	NA	NA	NA	NA	NA	NA
ASV24995	NA	NA	NA	NA	NA	NA	NA
ASV24996	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	NA	NA
ASV24997	NA	NA	NA	NA	NA	NA	NA
ASV24999	NA	NA	NA	NA	NA	NA	NA
ASV25000	NA	NA	NA	NA	NA	NA	NA
ASV25001	Fungi	Ascomycota	Dothideomycetes	Bezerromycetales	Bezerromycetaceae	Bezerromyces	NA
ASV25002	NA	NA	NA	NA	NA	NA	NA
ASV25003	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25004	NA	NA	NA	NA	NA	NA	NA
ASV25005	NA	NA	NA	NA	NA	NA	NA
ASV25006	NA	NA	NA	NA	NA	NA	NA
ASV25007	NA	NA	NA	NA	NA	NA	NA
ASV25008	NA	NA	NA	NA	NA	NA	NA
ASV25009	Fungi	NA	NA	NA	NA	NA	NA
ASV25010	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
ASV25011	NA	NA	NA	NA	NA	NA	NA
ASV25012	NA	NA	NA	NA	NA	NA	NA
ASV25013	NA	NA	NA	NA	NA	NA	NA
ASV25015	NA	NA	NA	NA	NA	NA	NA
ASV25016	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV25017	NA	NA	NA	NA	NA	NA	NA
ASV25018	NA	NA	NA	NA	NA	NA	NA
ASV25019	NA	NA	NA	NA	NA	NA	NA
ASV25020	NA	NA	NA	NA	NA	NA	NA
ASV25021	NA	NA	NA	NA	NA	NA	NA
ASV25022	NA	NA	NA	NA	NA	NA	NA
ASV25023	NA	NA	NA	NA	NA	NA	NA
ASV25024	NA	NA	NA	NA	NA	NA	NA
ASV25025	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25026	NA	NA	NA	NA	NA	NA	NA
ASV25027	NA	NA	NA	NA	NA	NA	NA
ASV25028	NA	NA	NA	NA	NA	NA	NA
ASV25029	Fungi	NA	NA	NA	NA	NA	NA
ASV25030	NA	NA	NA	NA	NA	NA	NA
ASV25031	NA	NA	NA	NA	NA	NA	NA
ASV25032	Fungi	NA	NA	NA	NA	NA	NA
ASV25033	NA	NA	NA	NA	NA	NA	NA
ASV25034	NA	NA	NA	NA	NA	NA	NA
ASV25035	NA	NA	NA	NA	NA	NA	NA
ASV25036	NA	NA	NA	NA	NA	NA	NA
ASV25037	NA	NA	NA	NA	NA	NA	NA
ASV25038	NA	NA	NA	NA	NA	NA	NA
ASV25039	NA	NA	NA	NA	NA	NA	NA
ASV25040	NA	NA	NA	NA	NA	NA	NA
ASV25041	NA	NA	NA	NA	NA	NA	NA
ASV25042	NA	NA	NA	NA	NA	NA	NA
ASV25043	NA	NA	NA	NA	NA	NA	NA
ASV25044	NA	NA	NA	NA	NA	NA	NA
ASV25045	NA	NA	NA	NA	NA	NA	NA
ASV25046	NA	NA	NA	NA	NA	NA	NA
